SerialNo,Tree.ID,Genet.Compound,Genet.2014,Geno.Hilary,Genet.SSR,Latitude,Longitude,Block,Row,Position,RowA,PosA,Dist.Edge,SNPFlag.01,SeqFlag.01,SSRFlag.01,SexMkrFlag.01,Ploidy,Hybrid.01,,PlantingDate,PlantingYear,Age.2016,Vol.2012,Vol.2015,Vol.2016,Vol.2017,Vol.2018,GrowLn.1516,GrowLn.1617,GrowLn.1718,GrowLn.1518,ExclusionFlag,ExclusionFlagCode,Comments.2015,Comments.2016,Comments.2017,Comments.2018,BknLdr.2015,BknLdr.2017,BBreakDegDay.2014,BBreakDegDay.2015,BBreakDegDay.2016,BBreakDegDay.2017,Sex.2017,Sex.2018,Sex.Genet,Sex.TOZ19,SexTOZ19.01,TOZcheck.Ramet,FlTwigs.2017,FlTwigs.2018,ALA.J2016,ALA.A2016,ALA.J2017,ALA.A2017,SLA.2014,SLA.2015,SLA.J2016,SLA.A2016,SLA.J2017,SLA.A2017,CT.2014,CT.2015,CT.J2016,CT.A2016,CT.J2017,CT.A2017,PGsum.2014,PGsum.2015,PGsum.J2016,PGsum.A2016,PGsum.J2017.JenaEQ,PGsum.A2017,Scort.2014,Scort.2015,Tcin.2014,Tcin.2015,Scin.J2016,Scort.J2016,Tcin.J2016,Tdin.J2016,Scin.A2016,Scort.A2016,Tcin.A2016,Tdin.A2016,Scin.J2017.JenaEQ,Scort.J2017.JenaEQ,Tcin.J2017.JenaEQ,Tdin.J2017.JenaEQ,Scin.A2017,Scort.A2017,Tcin.A2017,Tdin.A2017,SA.J2017,JA.J2017,JAIle.J2017,ABA.J2017,BAgluc.J2017,Cpct.J2016,Cpct.A2016,Cpct.J2017,Cpct.A2017,Npct.2014,Npct.2015,Npct.J2016,Npct.A2016,Npct.J2017,Npct.A2017,CN.2014,CN.2015,CN.J2016,CN.A2016,CN.J2017,CN.A2017,EFNMean.2014,EFNMean.2016,EFNMean.2017,Venturia.2017,LeafAreaSum.2016,LeafAreaSum.2017,DiseaseEdgePct.2016,DiseaseEdgePct.2017,ScrapHolePct.2016,ScrapHolePct.2017,DamagePct.2016,DamagePct.2017,INSECTS - multiple columns or separate file
755,2_M_27,121,121,121,,45.26477652,-89.56484119,2,M,27,M,27,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,3.0,12.6,33.6,63.4,1.42,0.98,0.63,3.04,,,,,,,x,,230.7,356.2,272.6,277.6,,M,M,,NA,,0,14,12.90,13.48,12.44,12.93,130.90,154.17,137.39,127.18,163.15,148.06,16.43,14.88,14.87,10.79,7.53,7.17,9.85,4.00,4.00,7.27,7.57,4.73,5.51,2.66,4.34,1.34,0.06,1.82,2.08,0.04,0.31,2.60,4.16,0.20,0.50,4.60,2.41,0.06,0.20,2.28,2.13,0.12,590.58,1092.78,287.72,41.86,71598.59,,48.75,,,2.11,2.38,,2.39,,,24.17,20.68,,20.25,,,1.17,0.75,0.58,1,163.20,155.99,1.79,1.80,1.68,1.67,3.47,3.47,
837,3_B_25,121,121,121,,45.26477652,-89.56484119,3,B,25,B,25,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,2.7,11.0,28.5,60.0,1.40,0.96,0.74,3.09,,,,,,,,,226.0,350.0,258.0,277.6,,,M,,NA,,0,0,13.74,11.10,12.81,10.17,144.16,138.47,137.05,133.02,179.47,170.39,14.24,11.73,9.8,9.06,6.93,5.51,12.34,5.72,9.46,7.07,7.59,4.89,6.87,3.91,5.47,1.81,0.14,3.87,5.37,0.09,0.28,2.81,3.80,0.17,0.39,4.88,2.27,0.05,0.17,2.19,2.41,0.12,2703.39,1376.82,378.47,49.47,64645.60,,48.09,,,2.23,2.41,,2.17,,,23.24,20.56,,22.83,,,1.33,0.58,1.17,1,133.74,183.61,5.49,4.59,1.85,2.82,7.34,7.41,
519,2_E_15,122,122,122,595,45.26477747,-89.56484119,2,E,15,E,15,5,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,8.0,29.8,62.2,111.5,1.32,0.74,0.58,2.64,,,,,,,,,194.2,311.0,212.8,265.8,,,,,0,,0,0,10.96,9.81,11.45,13.30,143.50,176.52,145.80,146.49,195.54,185.26,15.55,10.11,10.91,8.67,8.36,5.86,7.45,7.54,5.33,4.55,5.67,3.90,4.41,4.49,3.04,3.05,0.17,2.60,2.51,0.05,0.19,1.98,2.30,0.08,0.50,3.50,1.61,0.06,0.18,1.92,1.71,0.09,270.56,1173.09,234.93,102.69,28302.96,,47.01,,,2.36,2.54,,2.11,,,21.56,19.42,,22.46,,,3.00,1.00,1.25,1,119.51,204.72,8.95,1.40,1.86,3.34,10.81,4.74,
1045,3_J_9,122,122,122,,45.26477747,-89.56484119,3,J,9,J,9,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,8.2,25.4,61.4,124.2,1.14,0.88,0.70,2.72,,,,,,,,,194.2,311.0,212.8,252.7,,,,,NA,,0,0,13.28,14.47,12.85,11.73,151.45,145.79,148.22,119.24,182.28,189.38,15.15,12.63,8.12,12.08,8.15,5.31,NA,4.84,5.11,3.73,4.94,3.47,NA,2.92,NA,1.92,0.11,2.57,2.38,0.05,0.24,1.61,1.80,0.08,0.58,3.00,1.30,0.06,0.12,1.66,1.61,0.08,1079.80,1096.14,269.80,196.94,48715.64,,48.55,,,NA,2.41,,2.23,,,NA,20.23,,22.03,,,1.17,1.42,1.58,1,174.31,142.73,1.98,1.84,0.64,3.19,2.63,5.03,
1360,4_G_16,122,122,122,,45.26477747,-89.56484119,4,G,16,G,16,7,0,0,0,0,2,0,0,9/9/2010,2010,6,0.5,12.9,42.0,80.1,164.3,1.18,0.65,0.72,2.55,,,,,,,,,194.2,327.4,239.5,265.8,,,,,NA,,0,0,12.94,12.40,13.98,13.56,130.56,135.21,145.84,142.31,170.94,174.10,14.34,12.58,12.29,9.65,9.24,7.03,5.73,5.61,5.12,4.37,5.03,3.87,3.37,3.35,2.36,2.26,0.12,2.58,2.37,0.05,0.20,1.91,2.16,0.09,0.45,3.28,1.26,0.04,0.13,2.02,1.64,0.08,3175.72,1466.70,274.23,74.41,42158.82,,47.01,,,2.28,2.43,,2.13,,,22.05,20.51,,22.46,,,1.67,1.25,1.42,2,149.24,163.12,4.88,2.19,1.39,1.19,6.27,3.38,
214,1_H_18,124,124,124,115,45.23540314,-89.56484119,1,H,18,H,18,7,1,0,1,1,2,0,0,9/9/2010,2010,6,0.7,27.7,57.0,100.4,194.2,0.72,0.57,0.66,1.95,,,,,,,,,157.1,225.6,182.9,213.1,,,,,1,,0,0,14.60,18.09,16.55,21.21,144.82,217.11,157.97,145.22,202.51,178.92,19.08,15.90,12.47,9.73,11.14,6.74,5.31,4.52,4.63,4.02,4.47,2.49,3.29,2.66,2.02,1.86,0.17,2.30,2.05,0.10,0.29,1.90,1.69,0.13,0.41,2.93,1.10,0.04,0.16,1.27,0.97,0.09,778.91,930.14,95.78,62.47,50996.76,,45.37,,,2.11,2.57,,1.85,,,23.48,18.84,,24.81,,,0.42,0.33,0.17,1,218.68,254.80,2.56,0.96,0.87,1.09,3.43,2.05,
924,3_E_28,124,124,124,,45.23540314,-89.56484119,3,E,28,E,28,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,17.9,44.0,91.8,195.0,0.90,0.74,0.75,2.39,,,,,,,,,157.1,240.1,187.9,213.1,,,,,NA,,0,0,12.82,15.95,14.84,18.76,149.03,147.53,149.13,134.23,160.98,175.02,16.68,12.36,12.38,11.52,11.30,10.53,6.17,6.79,2.96,4.78,6.50,4.27,3.74,4.26,2.43,2.53,0.09,1.57,1.27,0.02,0.27,2.17,2.23,0.11,0.57,4.14,1.73,0.06,0.24,2.12,1.76,0.15,494.21,1925.46,367.14,53.90,43522.51,,45.82,,,2.01,1.99,,1.72,,,24.56,24.18,,27.46,,,0.33,0.50,0.17,1,192.83,282.47,1.66,1.60,1.13,1.61,2.79,3.21,
152,1_F_12,125,125,125,,45.23488788,-89.56484119,1,F,12,F,12,6,0,0,0,0,2,0,0,9/9/2010,2010,6,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,2,,"gall at base, tree dead above gall",DEAD,,,,,221.5,311.0,NA,NA,,,H,,NA,,NA,NA,NA,NA,NA,NA,120.48,127.23,NA,NA,NA,NA,11.37,9.09,NA,NA,NA,NA,17.02,13.08,NA,NA,0.00,0.00,9.96,7.97,7.06,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,2.07,2.15,,NA,,,24.14,23.13,,NA,,,0.33,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
725,2_L_25,125,125,125,247,45.23488788,-89.56484119,2,L,25,L,25,3,1,0,1,1,2,0,0,9/9/2010,2010,6,0.0,1.8,7.5,18.4,37.7,1.43,0.89,0.72,3.04,,,,,,,,,230.7,327.4,241.8,265.8,,,H,,0,,0,0,14.89,12.26,15.02,16.89,123.65,48.56,143.61,128.18,165.03,145.07,15.47,8.46,7.43,8.83,6.45,3.24,15.13,11.78,7.47,6.67,10.44,8.31,9.03,7.44,6.10,4.34,0.17,3.93,3.29,0.08,0.55,2.96,2.88,0.27,0.94,6.42,2.99,0.10,0.40,4.27,3.37,0.27,425.34,489.55,113.34,32.55,32648.82,,47.34,,,2.06,2.39,,2.03,,,24.62,20.60,,24.36,,,0.50,0.50,0.08,1,149.23,305.49,4.16,3.70,1.84,1.48,5.99,5.18,
1410,4_I_10,125,125,125,,45.23488788,-89.56484119,4,I,10,I,10,6,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,1.8,9.5,24.1,48.4,1.68,0.93,0.70,3.31,,,,,,,,,209.0,340.8,229.5,272.5,F,H,H,,NA,,4,5,15.56,14.34,14.28,16.50,107.09,119.35,116.07,112.82,134.69,127.59,16.61,13.95,11.08,9.09,9.52,7.64,14.89,14.19,9.70,9.46,11.50,11.31,8.10,8.26,6.79,5.93,0.20,4.51,4.89,0.10,0.40,3.73,5.14,0.19,0.67,6.91,3.83,0.09,0.40,5.37,5.27,0.27,1296.92,870.01,132.63,40.96,101653.95,,48.81,,,1.83,1.85,,2.09,,,27.09,26.24,,23.85,,,0.18,0.25,0.25,0,175.11,331.82,8.63,6.26,2.09,2.37,10.71,8.63,
2066,1_WB_22,127,127,127,136,45.23245532,-89.56484119,1,WB,22,WB,22,0,1,0,1,1,2,0,0,7/1/2011,2011,5,0.2,1.6,7.2,16.1,38.8,1.54,0.80,0.88,3.22,,,,,,,,,162.7,254.1,182.9,218.1,,M,M,,1,1,0,2,17.67,12.51,12.17,11.62,136.58,115.63,145.46,121.99,137.17,123.18,22.41,18.60,13.14,8.22,14.13,10.39,3.41,4.16,2.48,2.10,3.70,1.87,2.34,2.70,1.07,1.46,0.15,1.39,0.90,0.04,0.25,1.04,0.74,0.06,0.33,2.67,0.66,0.04,0.13,1.05,0.63,0.06,1397.53,1557.53,181.27,30.34,55180.61,,48.25,,,1.65,2.01,,1.98,,,28.86,24.60,,24.61,,,NA,0.00,0.67,NA,151.45,227.64,5.89,7.72,1.37,5.34,7.26,13.07,
2171,3_WB_15,127,127,127,,45.23245532,-89.56484119,3,WB,15,WB,15,0,0,0,0,0,2,0,0,10/16/2013,2013,3,0.0,NA,NA,0.1,0.6,NA,NA,2.22,NA,3,,,"BL in 2016, might have been present in 2015",,,,,177.5,340.8,197.4,213.1,,,M,,NA,,0,0,11.22,NA,13.34,12.48,110.48,NA,129.91,NA,133.45,110.91,17.35,NA,NA,NA,3.21,10.94,5.29,NA,NA,2.58,11.86,7.59,3.46,NA,1.83,NA,NA,NA,NA,NA,0.27,1.28,0.96,0.07,0.71,6.87,4.15,0.12,0.37,3.67,3.37,0.18,834.84,1083.91,287.56,46.54,54567.53,,49.97,,,2.11,NA,,1.86,,,23.99,NA,,27.03,,,NA,0.67,0.67,NA,78.61,227.82,13.95,9.92,2.79,3.61,16.73,13.53,
294,1_K_14,128,128,128,,45.20892568,-89.56484119,1,K,14,K,14,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,10.5,37.5,61.5,115.1,1.27,0.49,0.63,2.39,,,,,,,,,177.5,311.0,207.5,218.1,,,M,,NA,,0,0,15.34,12.20,17.72,18.12,132.92,135.30,145.97,131.78,156.97,134.56,19.61,12.65,7.78,7.62,8.45,16.40,2.63,5.61,1.54,1.09,2.02,1.28,1.85,3.49,0.78,2.12,0.09,0.83,0.57,0.04,0.14,0.61,0.31,0.02,0.32,1.47,0.21,0.03,0.09,0.67,0.48,0.04,690.13,995.88,473.24,40.06,65215.47,,46.91,,,2.35,2.19,,2.58,,,21.68,22.13,,17.86,,,0.50,0.58,0.33,1,148.17,255.18,2.36,2.73,1.41,1.52,3.77,4.25,
446,2_B_26,128,128,128,118,45.20892568,-89.56484119,2,B,26,B,26,2,1,0,1,1,2,0,0,9/9/2010,2010,6,0.3,5.4,33.6,63.0,102.4,1.84,0.63,0.49,2.95,,,,two stems at base,,,,,209.0,327.4,239.5,277.6,,M,M,,1,1,0,56,8.38,6.46,10.72,9.37,141.91,151.60,149.57,143.89,172.60,152.85,18.17,14.57,9.71,6.51,7.91,7.74,4.02,2.08,2.18,1.07,1.94,1.20,2.34,1.32,1.68,0.76,0.12,1.43,0.60,0.03,0.12,0.61,0.31,0.03,0.31,1.42,0.19,0.02,0.10,0.74,0.33,0.03,1423.47,686.21,126.94,83.91,110367.50,,46.59,,,2.13,2.45,,2.24,,,24.15,20.34,,20.80,,,0.25,0.08,0.00,2,77.82,169.61,5.36,1.17,1.14,1.49,6.51,2.66,
967,3_G_15,128,128,128,,45.20892568,-89.56484119,3,G,15,G,15,7,0,0,0,0,2,0,0,9/9/2010,2010,6,0.5,9.7,25.7,51.5,82.6,0.97,0.70,0.47,2.14,,,,,,,,,221.5,340.8,229.5,252.7,M,M,M,,NA,,4,241,8.50,8.06,9.76,9.78,144.28,143.54,147.60,41.77,143.08,130.37,16.60,14.58,10.02,8.93,9.27,13.40,2.81,2.01,1.07,0.91,1.36,1.15,1.31,0.95,1.50,1.06,0.07,0.61,0.37,0.01,0.10,0.52,0.27,0.02,0.36,0.88,0.10,0.02,0.09,0.63,0.40,0.03,1122.74,885.18,202.76,42.54,71555.91,,45.45,,,2.05,2.22,,1.86,,,24.85,21.84,,24.44,,,0.08,0.17,0.33,1,97.44,117.90,2.24,1.60,1.33,2.31,3.56,3.91,
1418,4_I_18,128,128,128,,45.20892568,-89.56484119,4,I,18,I,18,6,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,10.1,28.7,62.2,126.6,1.05,0.77,0.71,2.53,,,,,,,,,194.2,299.5,207.5,222.9,,,M,,NA,,0,0,17.09,17.33,16.57,18.56,129.46,140.76,151.69,133.45,176.23,163.85,16.75,12.06,10.77,6.56,8.02,7.59,1.27,3.49,1.19,0.97,1.91,1.54,0.98,2.50,0.29,0.99,0.07,0.71,0.40,0.02,0.12,0.50,0.32,0.03,0.34,1.37,0.18,0.03,0.13,0.89,0.47,0.05,529.52,1087.91,441.20,53.90,56373.22,,47.54,,,2.37,2.46,,2.48,,,21.27,19.86,,18.30,,,0.17,0.25,0.00,0,209.72,226.04,2.98,2.26,1.14,2.67,4.12,4.93,
56,1_B_28,129,129,129,302,45.20921626,-89.56484119,1,B,28,B,28,2,1,0,1,1,2,0,0,9/9/2010,2010,6,0.8,12.3,29.4,50.4,NA,0.87,0.54,NA,NA,,,,big bore below DBH,lots of canker 0.5m=2.5m; Also many dead lvs not shed,,,,184.8,299.5,207.5,218.1,,M,M,,1,1,0,104,11.43,11.39,10.33,14.42,141.61,184.11,156.36,153.41,162.85,160.99,16.38,13.56,8.67,8.48,8.20,8.70,5.02,4.03,2.98,1.61,2.27,2.97,3.17,2.58,1.85,1.45,0.11,1.44,1.39,0.04,0.16,0.79,0.63,0.04,0.29,1.59,0.36,0.03,0.19,1.59,1.11,0.08,1967.34,2658.18,690.87,49.58,47280.84,,47.55,,,2.27,2.36,,2.22,,,22.37,20.69,,21.02,,,1.75,1.42,2.00,1,136.86,175.21,7.30,4.71,1.69,2.49,8.99,7.21,
495,2_D_19,129,129,129,,45.20921626,-89.56484119,2,D,19,D,19,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.5,11.4,26.7,50.2,NA,0.85,0.63,NA,NA,,,,big wound at 1.3 m; another huge wound at base,,,,,177.5,282.0,207.5,218.1,,M,M,,NA,,0,172,11.80,12.00,14.47,14.54,146.87,155.29,153.74,149.04,169.39,163.01,14.66,12.86,9.41,8.46,8.48,6.61,3.60,4.33,2.92,2.21,3.35,2.85,2.23,2.58,1.37,1.75,0.12,1.39,1.37,0.04,0.22,1.03,0.90,0.06,0.29,2.40,0.63,0.03,0.20,1.55,1.01,0.09,1753.25,707.43,179.57,78.97,27290.24,,46.83,,,2.28,2.49,,2.22,,,22.05,19.69,,20.78,,,1.92,1.92,1.92,1,145.02,204.36,4.47,1.37,2.03,1.35,6.50,2.72,
297,1_K_17,131,131,131,554,45.20982916,-89.56484119,1,K,17,K,17,4,0,0,1,0,2,0,0,9/9/2010,2010,6,1.0,30.0,92.8,142.2,240.1,1.13,0.43,0.52,2.08,,,,,,,,,157.1,267.7,171.2,213.1,,,M,,1,,0,0,14.77,14.63,15.44,13.71,112.35,134.02,153.96,141.64,167.41,163.75,14.46,4.86,9.4,6.89,9.84,10.20,2.73,15.01,1.48,1.38,1.81,1.08,1.94,8.22,0.79,6.79,0.08,0.84,0.55,0.02,0.15,0.75,0.44,0.03,0.31,1.22,0.26,0.02,0.08,0.63,0.34,0.03,1257.41,1068.53,179.33,53.28,290790.73,,45.17,,,2.53,2.56,,2.19,,,19.28,19.26,,20.78,,,0.17,0.25,0.00,1,176.52,207.12,1.80,1.93,0.69,1.60,2.49,3.53,
605,2_H_17,131,131,131,554,45.20982916,-89.56484119,2,H,17,H,17,7,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,11.0,36.0,83.1,159.9,1.18,0.84,0.65,2.67,,,exclude - young tree?,,,,,,177.5,282.0,187.9,204.7,,,M,,1,,0,0,14.52,11.70,14.61,14.57,152.01,159.71,150.59,129.41,175.31,158.78,17.78,16.25,13.7,11.43,11.16,8.52,1.99,2.07,1.68,3.51,1.77,1.43,1.54,1.59,0.45,0.48,0.08,1.07,0.64,0.02,0.22,1.67,1.55,0.07,0.30,1.24,0.20,0.02,0.08,0.78,0.53,0.04,1730.40,1443.69,353.02,63.50,129072.36,,46.90,,,2.23,2.45,,1.92,,,22.75,19.97,,24.96,,,0.83,0.67,0.08,1,141.88,423.19,2.48,1.60,1.36,1.14,3.83,2.74,
1013,3_I_5,131,131,131,554,45.20982916,-89.56484119,3,I,5,I,5,6,0,0,1,0,2,0,0,9/9/2010,2010,6,1.1,41.5,87.0,168.2,271.5,0.74,0.66,0.48,1.88,,,,,,,,,157.1,240.1,187.9,196.9,,M,M,,1,1,0,25,13.69,10.10,14.81,15.87,159.33,162.00,168.38,163.42,186.88,186.89,12.09,16.73,10.59,11.01,11.29,8.18,5.25,3.14,1.18,1.42,1.65,1.53,3.37,1.91,1.88,1.23,0.06,0.75,0.36,0.01,0.12,0.72,0.55,0.03,0.30,1.15,0.18,0.02,0.12,0.88,0.49,0.04,762.58,2884.00,536.81,76.72,158069.52,,46.82,,,2.32,2.33,,2.12,,,21.36,20.79,,22.11,,,0.55,0.50,0.00,1,122.16,192.64,1.88,1.00,1.03,2.04,2.92,3.04,
1560,4_N_20,131,131,131,554,45.20982916,-89.56484119,4,N,20,N,20,1,0,0,1,0,2,0,0,9/9/2010,2010,6,1.0,30.5,71.6,121.5,246.6,0.85,0.53,0.71,2.09,,,,,,,,,162.7,240.1,182.9,188.8,,,M,,1,,0,0,13.28,11.98,15.28,15.33,137.00,146.85,163.16,117.63,173.49,164.34,13.90,19.99,9.06,7.87,8.82,7.82,1.54,3.07,1.68,0.98,1.55,0.91,1.19,1.72,0.35,1.35,0.11,1.21,0.72,0.02,0.09,0.54,0.31,0.03,0.26,1.12,0.14,0.02,0.07,0.55,0.27,0.02,829.86,1378.09,173.66,67.43,145788.69,,46.43,,,2.38,2.15,,2.26,,,20.56,23.40,,20.30,,,0.33,0.42,0.25,1,146.29,247.39,1.73,1.39,2.03,1.85,3.76,3.24,
2210,4_EB_26,131,131,131,554,45.20982916,-89.56484119,4,EB,26,EB,26,0,0,0,1,0,2,0,0,7/1/2011,2011,5,0.2,8.8,45.2,98.0,226.4,1.63,0.77,0.84,3.24,,,,bifurcated; [sic],8.35 Stem 2,,,,177.5,254.1,182.9,213.1,,,M,,1,,0,0,12.93,13.72,12.42,16.20,154.85,152.88,123.72,132.46,146.12,144.50,13.97,19.33,16.58,11.47,16.47,8.98,1.55,2.86,5.50,4.10,1.45,0.89,1.36,1.68,0.19,1.18,0.22,3.75,3.67,0.12,0.11,0.75,0.56,0.03,0.29,0.97,0.17,0.02,0.08,0.51,0.28,0.02,678.09,758.11,183.12,44.41,183599.01,,46.89,,,2.38,2.23,,2.03,,,20.93,22.26,,23.35,,,NA,0.33,0.00,NA,165.97,359.42,1.73,0.82,1.10,1.93,2.84,2.75,
173,1_G_5,132,132,132,342,45.20999193,-89.56484119,1,G,5,G,5,5,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,6.8,21.1,45.6,93.2,1.14,0.77,0.71,2.62,,,,lower branches galls,deep wound ~ 1.4-1.6,,,,177.5,311.0,212.8,218.1,,F,F,,0,1,0,3,14.97,11.25,16.36,17.90,123.64,145.83,137.58,129.38,165.87,140.91,18.21,12.75,13.6,11.29,12.80,9.89,4.22,7.60,2.35,1.98,4.46,3.26,2.27,4.75,1.95,2.85,0.08,1.29,0.96,0.02,0.18,1.08,0.67,0.05,0.35,3.23,0.85,0.03,0.19,1.85,1.15,0.07,805.59,858.77,98.90,55.82,18482.30,,47.41,,,2.12,2.32,,2.04,,,23.96,21.15,,23.81,,,0.00,0.17,0.00,1,135.96,216.32,3.75,1.37,1.38,1.79,5.13,3.17,
432,2_B_12,132,132,132,,45.20999193,-89.56484119,2,B,12,B,12,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,5.1,13.0,22.2,37.1,0.93,0.54,0.51,1.98,,,,,Broken Leader @ 2.7 m,,x,,177.5,282.0,207.5,222.9,,,F,,NA,,0,0,13.62,15.76,19.10,22.19,133.42,142.99,145.23,135.67,191.97,170.40,20.05,16.93,12.51,10.94,8.67,8.76,5.58,5.51,4.89,1.41,6.43,3.83,3.40,3.38,2.18,2.13,0.15,2.46,2.20,0.08,0.14,0.85,0.36,0.04,0.39,4.49,1.52,0.04,0.17,2.07,1.50,0.09,639.03,721.79,85.56,56.58,25107.83,,46.87,,,2.03,2.32,,2.30,,,25.04,22.01,,20.27,,,0.17,0.25,0.00,1,191.97,267.99,1.45,1.56,1.77,1.99,3.22,3.55,
975,3_G_23,132,132,132,,45.20999193,-89.56484119,3,G,23,G,23,7,0,0,0,0,2,0,0,9/9/2010,2010,6,0.2,9.4,26.8,63.4,100.8,1.05,0.86,0.46,2.38,,,,,Deep trunk wound at about 1.4-1.6m,,,,177.5,299.5,187.9,228.2,,,F,,NA,,0,0,15.87,15.10,21.52,21.75,143.09,144.57,147.91,118.57,153.68,139.76,16.74,14.10,11.69,11.97,10.12,7.26,5.01,5.29,2.33,2.73,6.08,3.89,3.23,3.48,1.78,1.81,0.10,1.34,0.87,0.02,0.18,1.31,1.20,0.05,0.36,4.18,1.51,0.03,0.18,2.13,1.46,0.12,158.94,1044.54,295.76,48.03,11679.35,,47.52,,,2.05,2.31,,2.10,,,24.65,21.40,,22.81,,,0.00,0.00,0.00,1,181.45,265.03,1.29,2.47,0.92,2.96,2.21,5.43,
1281,4_D_21,132,132,132,,45.20999193,-89.56484119,4,D,21,D,21,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,5.9,20.0,54.9,95.0,1.22,1.01,0.55,2.78,,,,,,,,,177.5,299.5,207.5,228.2,,,F,,NA,,0,0,15.94,11.09,17.77,16.46,139.78,125.51,135.26,125.87,156.18,148.22,18.97,18.44,18.52,12.88,12.17,11.01,4.67,4.65,3.29,2.20,6.04,3.06,2.93,2.66,1.74,1.99,0.34,2.15,0.76,0.05,0.15,1.15,0.86,0.04,0.42,4.12,1.47,0.04,0.18,1.66,1.15,0.07,673.68,641.03,162.67,36.02,19531.43,,48.28,,,2.01,2.06,,1.83,,,25.19,24.25,,26.37,,,0.33,0.00,0.08,1,133.75,207.59,2.90,1.33,2.51,6.13,5.41,7.46,
2213,4_EB_29,132,132,132,,45.20999193,-89.56484119,4,EB,29,EB,29,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,1.1,4.9,12.3,38.1,1.49,0.93,1.13,3.55,,,,,,,,,209.0,327.4,207.5,228.2,,,F,,NA,,0,0,9.57,11.02,15.72,18.04,118.33,122.29,150.06,105.00,119.54,109.35,24.24,21.89,20.59,17.81,24.03,15.76,4.76,4.85,1.38,1.16,4.50,3.38,2.83,3.03,1.93,1.82,0.07,0.83,0.45,0.02,0.13,0.60,0.40,0.03,0.60,2.80,1.04,0.07,0.15,1.69,1.46,0.08,959.30,1026.16,233.74,77.51,32275.59,,49.05,,,1.93,1.98,,1.67,,,26.41,25.34,,28.71,,,NA,0.42,0.08,NA,146.07,339.34,4.42,1.32,3.26,5.92,7.68,7.24,
1487,4_L_3,133,133,133,151,45.21039026,-89.56484119,4,L,3,L,3,3,1,0,1,1,2,0,0,9/9/2010,2010,6,0.5,15.3,60.7,120.5,224.0,1.38,0.69,0.62,2.68,,,,,DBH @ 1.3,,,,184.8,311.0,229.5,235.1,M,M,M,,1,1,235,393,11.59,14.24,15.37,14.31,118.88,113.97,149.38,160.43,179.21,166.70,5.27,6.69,6.26,7.5,4.46,5.29,17.43,15.95,11.05,8.44,11.86,8.00,10.62,9.68,6.81,6.27,0.20,5.89,4.88,0.08,0.42,4.27,3.61,0.14,0.80,7.57,3.42,0.08,0.32,4.41,3.11,0.16,1210.67,1234.62,194.09,48.44,33749.55,,46.00,,,2.47,2.39,,2.28,,,19.72,20.45,,20.01,,,0.92,0.50,0.67,1,173.23,279.75,1.07,1.43,1.41,8.64,2.49,10.07,
68,1_C_12,134,134,134,375,45.19075678,-89.56484119,1,C,12,C,12,3,1,0,1,1,2,0,0,9/9/2010,2010,6,0.2,6.1,16.1,40.3,76.8,0.96,0.92,0.64,2.52,,,,gall ridden lower branches,,,,,177.5,340.8,219.8,228.2,F,,F,,0,1,1,0,15.28,15.70,19.64,12.36,129.81,75.06,134.20,129.29,159.47,147.39,11.17,3.04,3.17,6.23,5.37,5.50,12.82,13.29,12.76,8.85,11.22,9.50,6.38,7.63,6.44,5.66,0.43,5.51,6.45,0.36,0.28,3.53,4.85,0.19,0.66,6.53,3.94,0.08,0.27,4.39,4.65,0.19,1037.93,666.79,104.86,34.08,50999.78,,47.69,,,2.05,2.44,,2.18,,,24.67,20.39,,22.18,,,1.08,0.50,0.50,1,197.04,148.92,3.88,1.72,4.62,1.22,8.50,2.93,
